Order ID,Order Date,Customer ID,Product ID,Warehouse ID,Quantity,Shipping Method,Shipping Status,Delivery Date,Delivery Time,Unit Price,Revenue
O-01433,3/8/2025,C001,P007,W3,44,Air,Pending,,,,0
O-01434,4/22/2025,C024,P004,W3,52,Freight,Pending,,,,0
O-01435,6/5/2025,C052,P007,W2,7,Ground,Pending,,,,0
O-01436,5/3/2025,C013,P006,W1,49,Ground,In Transit,,,,0
O-01437,5/5/2025,C047,P001,W1,99,Ground,In Transit,,,,0
O-01438,6/15/2025,C023,P009,W2,65,Ground,Pending,,,,0
O-01439,1/28/2025,C027,P015,W1,10,Air,In Transit,,,,0
O-01440,1/31/2025,C040,P001,W2,13,Ground,In Transit,,,,0
O-01441,3/13/2025,C064,P005,W1,64,Air,Pending,,,,0
O-01442,3/4/2025,C013,P005,W2,3,Ground,Pending,,,,0
O-01443,4/13/2025,C078,P002,W1,90,Freight,In Transit,,,,0
O-01444,2/22/2025,C065,P004,W1,11,Ground,Delivered,2/26/2025,4,,0
O-01445,6/5/2025,C023,P001,W1,6,Air,Pending,,,,0
O-01446,4/4/2025,C002,P007,W3,1,Ground,In Transit,,,,0
O-01447,5/31/2025,C014,P002,W3,36,Air,In Transit,,,,0
O-01448,1/22/2025,C071,P009,W3,54,Ground,In Transit,,,,0
O-01449,1/10/2025,C092,P001,W2,7,Freight,Delivered,1/17/2025,7,,0
O-01450,1/14/2025,C048,P007,W2,53,Ground,In Transit,,,,0
O-01451,4/23/2025,C049,P010,W1,52,Air,In Transit,,,,0
O-01452,4/9/2025,C042,P009,W2,6,Freight,Pending,,,,0
O-01453,5/12/2025,C068,P008,W3,61,Freight,Delivered,5/19/2025,7,,0
O-01454,2/4/2025,C096,P014,W1,97,Ground,Delivered,2/6/2025,2,,0
O-01455,5/23/2025,C048,P008,W1,36,Air,Delivered,5/28/2025,5,,0
O-01456,2/25/2025,C059,P013,W3,11,Ground,In Transit,,,,0
O-01457,5/20/2025,C067,P012,W3,93,Freight,Delivered,5/24/2025,4,,0
O-01458,2/19/2025,C059,P008,W2,94,Air,Delivered,2/26/2025,7,,0
O-01459,3/9/2025,C095,P007,W1,47,Air,Delivered,3/14/2025,5,,0
O-01460,6/27/2025,C032,P005,W2,34,Freight,Delivered,7/3/2025,6,,0
O-01461,3/29/2025,C083,P015,W1,38,Air,Delivered,4/3/2025,5,,0
O-01462,3/21/2025,C050,P005,W1,63,Freight,Pending,,,,0
O-01463,2/24/2025,C053,P006,W1,40,Air,Pending,,,,0
O-01464,6/7/2025,C017,P005,W3,18,Ground,In Transit,,,,0
O-01465,1/25/2025,C035,P007,W2,70,Freight,Pending,,,,0
O-01466,1/14/2025,C049,P003,W2,2,Freight,Delivered,1/21/2025,7,,0
O-01467,6/29/2025,C046,P009,W3,64,Ground,Delivered,7/6/2025,7,,0
O-01468,5/15/2025,C056,P004,W2,37,Freight,Pending,,,,0
O-01469,4/5/2025,C019,P010,W1,67,Freight,Delivered,4/12/2025,7,,0
O-01470,3/28/2025,C088,P005,W1,48,Air,Pending,,,,0
O-01471,4/17/2025,C009,P002,W3,57,Air,Pending,,,,0
O-01472,5/31/2025,C003,P005,W1,54,Ground,In Transit,,,,0
O-01473,3/11/2025,C091,P014,W3,4,Air,Delivered,3/16/2025,5,,0
O-01474,5/10/2025,C051,P004,W3,75,Ground,In Transit,,,,0
O-01475,3/16/2025,C075,P007,W1,22,Air,In Transit,,,,0
O-01476,5/19/2025,C079,P012,W3,70,Freight,Pending,,,,0
O-01477,6/21/2025,C019,P010,W1,48,Air,In Transit,,,,0
O-01478,6/18/2025,C084,P005,W1,53,Freight,Delivered,6/20/2025,2,,0
O-01479,6/30/2025,C060,P002,W3,13,Ground,Delivered,7/6/2025,6,,0
O-01480,1/23/2025,C009,P001,W3,65,Freight,Pending,,,,0
O-01481,1/26/2025,C095,P002,W2,89,Freight,In Transit,,,,0
O-01482,5/31/2025,C005,P013,W1,15,Air,Pending,,,,0
O-01483,2/11/2025,C038,P002,W1,89,Air,Delivered,2/13/2025,2,,0
O-01484,2/15/2025,C098,P012,W1,86,Air,Pending,,,,0
O-01485,6/5/2025,C038,P008,W3,92,Freight,Pending,,,,0
O-01486,4/20/2025,C040,P003,W2,23,Air,Pending,,,,0
O-01487,6/24/2025,C012,P012,W3,73,Ground,In Transit,,,,0
O-01488,5/24/2025,C056,P003,W3,93,Freight,In Transit,,,,0
O-01489,1/24/2025,C022,P012,W3,40,Freight,Delivered,1/27/2025,3,,0
O-01490,6/24/2025,C039,P010,W2,89,Ground,Delivered,6/29/2025,5,,0
O-01491,1/29/2025,C009,P001,W3,100,Ground,Pending,,,,0
O-01492,4/7/2025,C094,P004,W3,1,Freight,Pending,,,,0
O-01493,4/2/2025,C038,P013,W3,56,Freight,In Transit,,,,0
O-01494,1/19/2025,C010,P012,W2,75,Freight,In Transit,,,,0
O-01495,4/9/2025,C072,P003,W2,83,Ground,Pending,,,,0
O-01496,1/12/2025,C075,P006,W2,51,Air,Pending,,,,0
O-01497,2/27/2025,C005,P010,W3,59,Freight,Delivered,3/5/2025,6,,0
O-01498,4/20/2025,C067,P013,W3,78,Air,Delivered,4/24/2025,4,,0
O-01499,5/26/2025,C024,P013,W3,79,Ground,In Transit,,,,0
O-01500,5/22/2025,C083,P001,W2,52,Air,Delivered,5/24/2025,2,,0
O-01501,1/9/2025,C042,P006,W1,44,Freight,Pending,,,,0
O-01502,1/26/2025,C094,P002,W2,13,Air,Pending,,,,0
O-01503,3/20/2025,C011,P002,W1,21,Ground,In Transit,,,,0
O-01504,4/7/2025,C098,P009,W1,84,Air,Delivered,4/13/2025,6,,0
O-01505,2/19/2025,C015,P012,W1,85,Ground,Delivered,2/21/2025,2,,0
O-01506,1/5/2025,C012,P005,W1,51,Ground,In Transit,,,,0
O-01507,4/27/2025,C019,P009,W1,2,Air,In Transit,,,,0
O-01508,6/17/2025,C034,P014,W1,83,Air,Delivered,6/22/2025,5,,0
O-01509,2/10/2025,C085,P007,W1,55,Freight,In Transit,,,,0
O-01510,4/18/2025,C013,P005,W3,18,Air,Delivered,4/25/2025,7,,0
O-01511,2/17/2025,C088,P007,W1,55,Ground,Delivered,2/23/2025,6,,0
O-01512,3/6/2025,C063,P011,W3,88,Freight,Pending,,,,0
O-01513,6/28/2025,C021,P013,W1,24,Freight,Pending,,,,0
O-01514,3/23/2025,C100,P012,W2,55,Ground,Delivered,3/28/2025,5,,0
O-01515,5/8/2025,C069,P013,W1,92,Freight,In Transit,,,,0
O-01516,3/5/2025,C019,P010,W1,95,Air,In Transit,,,,0
O-01517,5/26/2025,C020,P005,W1,87,Ground,Pending,,,,0
O-01518,4/12/2025,C066,P003,W1,98,Ground,In Transit,,,,0
O-01519,2/13/2025,C071,P009,W3,33,Ground,Pending,,,,0
O-01520,2/15/2025,C100,P006,W1,77,Freight,Pending,,,,0
O-01521,6/13/2025,C060,P011,W2,16,Freight,Pending,,,,0
O-01522,4/14/2025,C049,P011,W1,91,Ground,Delivered,4/18/2025,4,,0
O-01523,5/3/2025,C012,P013,W2,95,Freight,Delivered,5/8/2025,5,,0
O-01524,2/16/2025,C090,P015,W1,97,Freight,Pending,,,,0
O-01525,4/29/2025,C099,P001,W2,18,Freight,Delivered,5/3/2025,4,,0
O-01526,2/16/2025,C016,P008,W2,63,Air,In Transit,,,,0
O-01527,4/30/2025,C071,P014,W1,1,Air,Delivered,5/2/2025,2,,0
O-01528,4/23/2025,C096,P010,W3,29,Freight,In Transit,,,,0
O-01529,1/14/2025,C080,P013,W3,25,Ground,In Transit,,,,0
O-01530,1/14/2025,C045,P013,W1,8,Ground,In Transit,,,,0
O-01531,3/24/2025,C100,P002,W1,78,Air,In Transit,,,,0
O-01532,2/14/2025,C003,P008,W1,27,Air,Delivered,2/16/2025,2,,0
O-01533,2/17/2025,C004,P010,W2,6,Air,In Transit,,,,0
O-01534,4/10/2025,C069,P008,W3,100,Air,Delivered,4/17/2025,7,,0
O-01535,1/23/2025,C023,P012,W2,90,Air,Pending,,,,0
O-01536,1/28/2025,C031,P013,W2,9,Freight,In Transit,,,,0
O-01537,4/26/2025,C088,P006,W2,89,Air,Delivered,4/29/2025,3,,0
O-01538,5/12/2025,C094,P009,W1,45,Freight,Pending,,,,0
O-01539,4/15/2025,C060,P003,W3,12,Ground,Pending,,,,0
O-01540,3/22/2025,C085,P007,W3,85,Air,In Transit,,,,0
O-01541,2/11/2025,C084,P011,W3,36,Freight,In Transit,,,,0
O-01542,3/15/2025,C089,P009,W2,87,Freight,Pending,,,,0
O-01543,5/31/2025,C061,P014,W3,44,Freight,In Transit,,,,0
O-01544,5/9/2025,C095,P009,W2,10,Freight,Delivered,5/11/2025,2,,0
O-01545,6/7/2025,C066,P014,W3,95,Air,Pending,,,,0
O-01546,5/3/2025,C009,P004,W3,94,Freight,Pending,,,,0
O-01547,2/21/2025,C054,P008,W3,80,Ground,Delivered,2/26/2025,5,,0
O-01548,3/18/2025,C041,P011,W3,54,Freight,In Transit,,,,0
O-01549,4/1/2025,C054,P009,W3,95,Freight,Delivered,4/5/2025,4,,0
O-01550,1/7/2025,C058,P012,W3,87,Ground,Delivered,1/13/2025,6,,0
O-01551,6/10/2025,C028,P008,W2,63,Ground,Delivered,6/17/2025,7,,0
O-01552,5/25/2025,C092,P013,W3,17,Ground,In Transit,,,,0
O-01553,1/4/2025,C058,P008,W2,64,Air,Delivered,1/9/2025,5,,0
O-01554,5/22/2025,C057,P012,W1,69,Freight,Delivered,5/25/2025,3,,0
O-01555,3/20/2025,C099,P004,W2,36,Ground,In Transit,,,,0
O-01556,1/8/2025,C033,P014,W3,69,Freight,Pending,,,,0
O-01557,4/24/2025,C008,P005,W3,36,Air,Delivered,4/26/2025,2,,0
O-01558,2/26/2025,C020,P005,W2,32,Freight,Pending,,,,0
O-01559,5/4/2025,C013,P010,W1,30,Air,Delivered,5/11/2025,7,,0
O-01560,2/27/2025,C086,P010,W3,41,Ground,In Transit,,,,0
O-01561,6/29/2025,C049,P001,W2,12,Air,Delivered,7/3/2025,4,,0
O-01562,1/20/2025,C056,P010,W1,49,Ground,Delivered,1/25/2025,5,,0
O-01563,5/18/2025,C069,P015,W1,88,Ground,Delivered,5/23/2025,5,,0
O-01564,3/12/2025,C059,P009,W2,38,Ground,Delivered,3/16/2025,4,,0
O-01565,2/18/2025,C034,P010,W3,43,Ground,Pending,,,,0
O-01566,5/15/2025,C062,P002,W1,42,Air,Pending,,,,0
O-01567,3/25/2025,C072,P001,W2,41,Freight,Pending,,,,0
O-01568,5/18/2025,C011,P001,W3,49,Ground,Delivered,5/21/2025,3,,0
O-01569,1/26/2025,C082,P004,W3,5,Air,In Transit,,,,0
O-01570,6/10/2025,C015,P013,W2,91,Air,Delivered,6/17/2025,7,,0
O-01571,4/27/2025,C042,P011,W3,9,Ground,Pending,,,,0
O-01572,3/14/2025,C075,P006,W3,3,Freight,Delivered,3/17/2025,3,,0
O-01573,6/2/2025,C037,P010,W2,81,Ground,In Transit,,,,0
O-01574,4/8/2025,C059,P012,W3,63,Air,Delivered,4/12/2025,4,,0
O-01575,3/30/2025,C063,P013,W3,30,Freight,Pending,,,,0
O-01576,6/16/2025,C089,P012,W1,56,Ground,In Transit,,,,0
O-01577,1/18/2025,C044,P010,W1,2,Ground,In Transit,,,,0
O-01578,4/13/2025,C033,P004,W3,72,Air,Delivered,4/17/2025,4,,0
O-01579,2/22/2025,C068,P001,W2,7,Ground,Pending,,,,0
O-01580,6/15/2025,C051,P002,W2,25,Freight,Pending,,,,0
O-01581,3/4/2025,C063,P008,W3,21,Freight,Pending,,,,0
O-01582,3/16/2025,C044,P001,W2,52,Freight,Pending,,,,0
O-01583,2/26/2025,C020,P014,W3,46,Freight,In Transit,,,,0
O-01584,6/20/2025,C086,P011,W3,73,Freight,Delivered,6/27/2025,7,,0
O-01585,6/19/2025,C011,P006,W2,63,Ground,Pending,,,,0
O-01586,6/29/2025,C006,P001,W3,75,Freight,In Transit,,,,0
O-01587,2/12/2025,C052,P012,W3,7,Air,Pending,,,,0
O-01588,1/25/2025,C089,P010,W2,3,Ground,In Transit,,,,0
O-01589,3/9/2025,C004,P007,W3,95,Freight,Pending,,,,0
O-01590,3/16/2025,C053,P013,W2,37,Ground,Pending,,,,0
O-01591,2/3/2025,C002,P002,W3,39,Ground,In Transit,,,,0
O-01592,3/6/2025,C055,P011,W3,4,Air,In Transit,,,,0
O-01593,3/8/2025,C098,P007,W3,42,Freight,In Transit,,,,0
O-01594,1/29/2025,C090,P001,W2,27,Freight,Pending,,,,0
O-01595,2/1/2025,C007,P008,W2,7,Air,In Transit,,,,0
O-01596,6/1/2025,C025,P010,W1,90,Air,Delivered,6/4/2025,3,,0
O-01597,6/3/2025,C037,P007,W2,86,Air,Pending,,,,0
O-01598,3/5/2025,C020,P003,W1,29,Ground,Pending,,,,0
O-01599,3/21/2025,C030,P003,W3,21,Air,Pending,,,,0
O-01600,5/8/2025,C094,P008,W1,73,Freight,In Transit,,,,0
O-01601,6/29/2025,C071,P002,W1,55,Ground,Pending,,,,0
O-01602,4/21/2025,C049,P011,W3,30,Freight,In Transit,,,,0
O-01603,5/26/2025,C063,P008,W3,2,Air,Pending,,,,0
O-01604,2/17/2025,C065,P002,W3,75,Ground,Delivered,2/19/2025,2,,0
O-01605,4/25/2025,C024,P011,W1,13,Ground,Delivered,4/29/2025,4,,0
O-01606,5/15/2025,C055,P001,W1,14,Ground,In Transit,,,,0
O-01607,4/23/2025,C064,P009,W3,53,Air,In Transit,,,,0
O-01608,2/9/2025,C066,P008,W3,95,Freight,Delivered,2/15/2025,6,,0
O-01609,1/28/2025,C082,P012,W1,94,Air,Delivered,2/2/2025,5,,0
O-01610,1/16/2025,C049,P010,W3,98,Air,Pending,,,,0
O-01611,3/26/2025,C063,P005,W3,39,Air,Pending,,,,0
O-01612,2/21/2025,C090,P009,W3,49,Ground,In Transit,,,,0
O-01613,6/6/2025,C056,P006,W2,5,Freight,In Transit,,,,0
O-01614,5/2/2025,C033,P013,W3,71,Ground,Delivered,5/9/2025,7,,0
O-01615,4/20/2025,C080,P015,W1,82,Ground,Delivered,4/27/2025,7,,0
O-01616,4/24/2025,C037,P001,W3,39,Freight,Delivered,4/29/2025,5,,0
O-01617,2/20/2025,C062,P013,W3,54,Freight,Delivered,2/23/2025,3,,0
O-01618,4/23/2025,C030,P014,W3,92,Freight,In Transit,,,,0
O-01619,3/18/2025,C029,P014,W2,36,Freight,Delivered,3/24/2025,6,,0
O-01620,5/30/2025,C038,P009,W2,64,Air,In Transit,,,,0
O-01621,3/9/2025,C058,P004,W3,69,Freight,In Transit,,,,0
O-01622,1/31/2025,C009,P014,W2,56,Freight,Pending,,,,0
O-01623,1/19/2025,C089,P003,W2,8,Air,Pending,,,,0
O-01624,2/25/2025,C050,P002,W3,82,Ground,Delivered,3/3/2025,6,,0
O-01625,5/9/2025,C002,P005,W1,53,Ground,Delivered,5/16/2025,7,,0
O-01626,5/1/2025,C013,P015,W1,88,Freight,Pending,,,,0
O-01627,3/8/2025,C043,P001,W1,100,Air,In Transit,,,,0
O-01628,1/31/2025,C002,P007,W1,87,Ground,Delivered,2/3/2025,3,,0
O-01629,1/26/2025,C025,P006,W1,42,Ground,In Transit,,,,0
O-01630,2/13/2025,C071,P013,W2,60,Freight,Delivered,2/18/2025,5,,0
O-01631,2/26/2025,C081,P014,W2,5,Ground,In Transit,,,,0
O-01632,3/28/2025,C090,P012,W3,95,Freight,Delivered,3/30/2025,2,,0
O-01633,5/7/2025,C057,P006,W1,43,Ground,Delivered,5/14/2025,7,,0
O-01634,2/23/2025,C047,P014,W2,18,Ground,Delivered,2/28/2025,5,,0
O-01635,5/12/2025,C086,P005,W2,12,Freight,In Transit,,,,0
O-01636,5/21/2025,C072,P013,W3,10,Air,In Transit,,,,0
O-01637,5/15/2025,C099,P004,W1,37,Freight,Delivered,5/18/2025,3,,0
O-01638,5/3/2025,C008,P002,W1,59,Ground,Delivered,5/6/2025,3,,0
O-01639,2/26/2025,C028,P008,W3,46,Air,In Transit,,,,0
O-01640,3/9/2025,C056,P002,W3,12,Ground,Delivered,3/16/2025,7,,0
O-01641,1/27/2025,C090,P005,W2,64,Ground,In Transit,,,,0
O-01642,5/28/2025,C050,P008,W2,16,Air,Pending,,,,0
O-01643,1/4/2025,C024,P010,W1,29,Freight,Pending,,,,0
O-01644,6/16/2025,C011,P003,W3,86,Freight,Pending,,,,0
O-01645,3/25/2025,C085,P009,W1,71,Freight,Delivered,3/29/2025,4,,0
O-01646,3/4/2025,C008,P012,W3,67,Ground,Pending,,,,0
O-01647,4/14/2025,C037,P001,W1,29,Ground,In Transit,,,,0
O-01648,4/30/2025,C048,P006,W1,39,Ground,Delivered,5/5/2025,5,,0
O-01649,6/3/2025,C010,P010,W3,31,Ground,In Transit,,,,0
O-01650,6/5/2025,C093,P005,W2,88,Ground,Pending,,,,0
O-01651,3/27/2025,C076,P007,W1,88,Air,Delivered,4/1/2025,5,,0
O-01652,2/14/2025,C024,P008,W2,69,Ground,Pending,,,,0
O-01653,5/31/2025,C073,P008,W2,58,Freight,Delivered,6/7/2025,7,,0
O-01654,3/28/2025,C041,P006,W3,98,Ground,Pending,,,,0
O-01655,2/7/2025,C022,P012,W1,82,Ground,In Transit,,,,0
O-01656,2/23/2025,C009,P013,W3,80,Ground,Delivered,3/1/2025,6,,0
O-01657,5/3/2025,C056,P007,W3,23,Air,Pending,,,,0
O-01658,4/5/2025,C043,P007,W1,57,Freight,Pending,,,,0
O-01659,6/21/2025,C051,P010,W3,55,Air,Pending,,,,0
O-01660,2/20/2025,C007,P002,W3,49,Freight,Delivered,2/23/2025,3,,0
O-01661,3/8/2025,C076,P013,W3,29,Freight,Delivered,3/10/2025,2,,0
O-01662,6/26/2025,C025,P013,W2,51,Air,In Transit,,,,0
O-01663,5/22/2025,C094,P010,W3,73,Ground,Delivered,5/28/2025,6,,0
O-01664,3/17/2025,C089,P003,W2,19,Air,In Transit,,,,0
O-01665,4/6/2025,C031,P011,W2,70,Air,Delivered,4/10/2025,4,,0
O-01666,5/23/2025,C036,P012,W1,47,Air,In Transit,,,,0
O-01667,1/23/2025,C081,P014,W1,33,Freight,Delivered,1/26/2025,3,,0
O-01668,6/5/2025,C080,P013,W2,7,Ground,Pending,,,,0
O-01669,6/6/2025,C028,P013,W2,67,Freight,Delivered,6/9/2025,3,,0
O-01670,3/7/2025,C088,P011,W3,70,Freight,Delivered,3/12/2025,5,,0
O-01671,6/8/2025,C099,P012,W1,31,Air,Delivered,6/14/2025,6,,0
O-01672,5/14/2025,C082,P005,W1,32,Freight,Pending,,,,0
O-01673,6/2/2025,C047,P004,W2,85,Ground,Pending,,,,0
O-01674,6/18/2025,C004,P014,W1,97,Freight,In Transit,,,,0
O-01675,5/13/2025,C066,P011,W1,48,Freight,Delivered,5/18/2025,5,,0
O-01676,4/7/2025,C019,P004,W2,34,Ground,Pending,,,,0
O-01677,6/11/2025,C006,P002,W3,13,Air,Delivered,6/14/2025,3,,0
O-01678,4/14/2025,C087,P012,W1,32,Ground,Delivered,4/19/2025,5,,0
O-01679,4/23/2025,C024,P009,W1,59,Ground,Pending,,,,0
O-01680,2/4/2025,C089,P010,W3,42,Ground,Pending,,,,0
O-01681,2/16/2025,C069,P002,W1,47,Ground,Pending,,,,0
O-01682,5/7/2025,C081,P002,W2,50,Ground,Pending,,,,0
O-01683,2/7/2025,C019,P004,W3,70,Air,Delivered,2/13/2025,6,,0
O-01684,2/24/2025,C041,P006,W1,31,Air,Pending,,,,0
O-01685,3/15/2025,C063,P010,W1,57,Ground,Delivered,3/18/2025,3,,0
O-01686,6/1/2025,C022,P005,W3,92,Freight,In Transit,,,,0
O-01687,6/19/2025,C047,P007,W2,53,Ground,Delivered,6/24/2025,5,,0
O-01688,6/27/2025,C061,P004,W1,52,Air,Pending,,,,0
O-01689,2/10/2025,C096,P014,W3,65,Air,Delivered,2/15/2025,5,,0
O-01690,3/24/2025,C013,P010,W2,84,Ground,In Transit,,,,0
O-01691,2/19/2025,C074,P002,W3,61,Ground,Delivered,2/22/2025,3,,0
O-01692,2/24/2025,C001,P015,W3,25,Ground,Delivered,2/27/2025,3,,0
O-01693,5/30/2025,C008,P003,W3,35,Freight,In Transit,,,,0
O-01694,3/7/2025,C083,P013,W2,15,Air,In Transit,,,,0
O-01695,4/16/2025,C043,P004,W3,22,Ground,In Transit,,,,0
O-01696,3/30/2025,C020,P015,W1,79,Freight,Pending,,,,0
O-01697,5/10/2025,C059,P006,W2,7,Ground,Pending,,,,0
O-01698,3/7/2025,C014,P001,W3,69,Freight,Delivered,3/10/2025,3,,0
O-01699,6/8/2025,C063,P003,W1,43,Freight,Pending,,,,0
O-01700,1/18/2025,C007,P009,W2,41,Ground,In Transit,,,,0
O-01701,3/18/2025,C018,P004,W1,65,Ground,Delivered,3/22/2025,4,,0
O-01702,4/2/2025,C078,P003,W2,69,Ground,In Transit,,,,0
O-01703,1/18/2025,C008,P008,W2,51,Air,In Transit,,,,0
O-01704,1/5/2025,C025,P015,W2,62,Air,Pending,,,,0
O-01705,3/5/2025,C023,P008,W1,65,Air,Pending,,,,0
O-01706,4/11/2025,C036,P010,W3,55,Ground,In Transit,,,,0
O-01707,6/12/2025,C077,P012,W2,9,Air,In Transit,,,,0
O-01708,6/20/2025,C028,P005,W1,52,Ground,In Transit,,,,0
O-01709,5/4/2025,C031,P011,W3,78,Ground,Pending,,,,0
O-01710,5/18/2025,C035,P010,W1,8,Freight,Delivered,5/23/2025,5,,0
O-01711,1/31/2025,C048,P005,W1,20,Freight,Pending,,,,0
O-01712,3/1/2025,C054,P012,W3,48,Ground,In Transit,,,,0
O-01713,4/27/2025,C043,P003,W1,88,Air,Pending,,,,0
O-01714,5/21/2025,C016,P005,W3,35,Freight,In Transit,,,,0
O-01715,4/26/2025,C077,P003,W2,76,Ground,Delivered,4/28/2025,2,,0
O-01716,4/1/2025,C021,P003,W3,90,Ground,Delivered,4/6/2025,5,,0
O-01717,4/16/2025,C084,P015,W2,56,Ground,Pending,,,,0
O-01718,3/3/2025,C077,P011,W3,92,Freight,Pending,,,,0
O-01719,5/6/2025,C034,P003,W2,78,Freight,Pending,,,,0
O-01720,6/15/2025,C019,P007,W3,93,Ground,In Transit,,,,0
O-01721,6/26/2025,C081,P009,W3,13,Air,Delivered,6/29/2025,3,,0
O-01722,6/21/2025,C029,P015,W3,79,Ground,Delivered,6/26/2025,5,,0
O-01723,1/2/2025,C065,P004,W3,44,Air,In Transit,,,,0
O-01724,1/23/2025,C056,P015,W1,86,Air,Delivered,1/30/2025,7,,0
O-01725,6/16/2025,C050,P010,W3,80,Freight,In Transit,,,,0
O-01726,4/12/2025,C010,P008,W3,96,Freight,Delivered,4/14/2025,2,,0
O-01727,3/24/2025,C013,P002,W2,97,Air,In Transit,,,,0
O-01728,2/2/2025,C065,P009,W1,89,Freight,Delivered,2/6/2025,4,,0
O-01729,5/18/2025,C070,P001,W3,67,Ground,In Transit,,,,0
O-01730,6/2/2025,C086,P005,W1,94,Freight,Pending,,,,0
O-01731,6/15/2025,C078,P005,W1,87,Air,Delivered,6/17/2025,2,,0
O-01732,3/10/2025,C013,P009,W1,17,Ground,In Transit,,,,0
O-01733,2/11/2025,C078,P006,W2,86,Air,Delivered,2/16/2025,5,,0
O-01734,2/9/2025,C014,P003,W1,91,Air,Delivered,2/13/2025,4,,0
O-01735,2/12/2025,C093,P011,W3,1,Air,Delivered,2/16/2025,4,,0
O-01736,4/6/2025,C099,P013,W3,18,Freight,In Transit,,,,0
O-01737,2/15/2025,C009,P014,W2,91,Freight,In Transit,,,,0
O-01738,6/1/2025,C043,P013,W2,2,Air,In Transit,,,,0
O-01739,4/8/2025,C008,P012,W2,95,Freight,Delivered,4/11/2025,3,,0
O-01740,5/28/2025,C066,P013,W3,66,Ground,Delivered,6/1/2025,4,,0
O-01741,6/6/2025,C031,P005,W1,78,Air,In Transit,,,,0
O-01742,5/14/2025,C004,P006,W3,53,Air,Delivered,5/20/2025,6,,0
O-01743,1/16/2025,C037,P005,W3,78,Freight,In Transit,,,,0
O-01744,1/24/2025,C002,P004,W1,85,Ground,In Transit,,,,0
O-01745,3/17/2025,C088,P013,W2,55,Ground,Delivered,3/24/2025,7,,0
O-01746,4/1/2025,C064,P012,W1,83,Air,Pending,,,,0
O-01747,1/5/2025,C020,P010,W3,92,Air,In Transit,,,,0
O-01748,3/7/2025,C091,P001,W1,75,Ground,In Transit,,,,0
O-01749,4/23/2025,C069,P004,W3,61,Air,Pending,,,,0
O-01750,4/30/2025,C043,P009,W2,7,Air,In Transit,,,,0
O-01751,3/1/2025,C029,P005,W2,62,Freight,Pending,,,,0
O-01752,3/27/2025,C054,P003,W2,53,Freight,Delivered,4/3/2025,7,,0
O-01753,1/5/2025,C087,P013,W3,3,Freight,In Transit,,,,0
O-01754,2/25/2025,C025,P015,W3,12,Air,Delivered,2/28/2025,3,,0
O-01755,1/12/2025,C071,P013,W3,53,Freight,Pending,,,,0
O-01756,5/22/2025,C072,P001,W1,57,Ground,Pending,,,,0
O-01757,2/18/2025,C017,P004,W2,39,Air,In Transit,,,,0
O-01758,2/5/2025,C083,P014,W3,35,Air,Delivered,2/10/2025,5,,0
O-01759,2/17/2025,C045,P007,W1,43,Freight,Pending,,,,0
O-01760,3/14/2025,C019,P012,W2,55,Freight,In Transit,,,,0
O-01761,5/30/2025,C070,P005,W3,60,Air,Delivered,6/2/2025,3,,0
O-01762,4/30/2025,C085,P015,W2,63,Freight,In Transit,,,,0
O-01763,3/29/2025,C001,P008,W1,15,Ground,In Transit,,,,0
O-01764,3/7/2025,C041,P013,W1,48,Freight,Pending,,,,0
O-01765,5/25/2025,C049,P003,W1,88,Air,Delivered,5/28/2025,3,,0
O-01766,6/12/2025,C061,P011,W1,11,Freight,Pending,,,,0
O-01767,5/22/2025,C080,P008,W3,95,Air,Pending,,,,0
O-01768,1/27/2025,C090,P005,W1,99,Air,In Transit,,,,0
O-01769,6/7/2025,C077,P005,W2,16,Ground,Pending,,,,0
O-01770,3/10/2025,C090,P001,W3,84,Freight,Pending,,,,0
O-01771,1/23/2025,C057,P003,W1,88,Freight,In Transit,,,,0
O-01772,4/11/2025,C043,P012,W2,88,Freight,Delivered,4/18/2025,7,,0
O-01773,3/25/2025,C011,P008,W3,34,Freight,Pending,,,,0
O-01774,4/20/2025,C003,P015,W3,83,Ground,Delivered,4/22/2025,2,,0
O-01775,5/12/2025,C081,P005,W3,36,Air,Pending,,,,0
O-01776,4/25/2025,C014,P007,W2,41,Air,Delivered,4/28/2025,3,,0
O-01777,5/25/2025,C015,P012,W3,73,Freight,In Transit,,,,0
O-01778,1/24/2025,C099,P015,W2,82,Air,Pending,,,,0
O-01779,6/27/2025,C056,P015,W3,88,Freight,Delivered,7/1/2025,4,,0
O-01780,3/30/2025,C085,P010,W3,69,Ground,Pending,,,,0
O-01781,4/22/2025,C049,P005,W1,46,Freight,In Transit,,,,0
O-01782,1/6/2025,C027,P009,W3,37,Air,In Transit,,,,0
O-01783,4/15/2025,C078,P002,W1,87,Ground,Pending,,,,0
O-01784,4/22/2025,C070,P005,W1,66,Air,Pending,,,,0
O-01785,1/25/2025,C011,P011,W3,97,Air,In Transit,,,,0
O-01786,5/14/2025,C043,P014,W2,25,Freight,In Transit,,,,0
O-01787,5/6/2025,C003,P011,W1,35,Freight,In Transit,,,,0
O-01788,3/8/2025,C039,P014,W3,8,Air,Pending,,,,0
O-01789,6/21/2025,C028,P006,W2,46,Freight,Pending,,,,0
O-01790,2/14/2025,C043,P015,W2,17,Air,Pending,,,,0
O-01791,3/9/2025,C099,P013,W1,37,Ground,In Transit,,,,0
